,Text
1046,"nguyễn ngân hơi lo cho mày , hình như tới giờ mày vẫn chưa come out ' ,"
1047,thét hk muốn nói
1048,les 
1049,không được kì thị à ?
1050,nam mc này cũng đâu thẳng 
1051,đúng là lũ bất hạnh không được người dạy dỗ về giới tính
1052,lắp camera vào
1053,top3 việt nam dẫn chứng là những bình luận kì thị ở video này
1054,mới coi hậu trường xong
1055,chị hàng xóm của em nói với mẹ chị đó là bây giờ con không lấy chồng mà con lấy con gái về cho mẹ được không
1056,"bởi sinh nam nhiều thì cũng không ế được phải không mọi người , số đàn ông còn lại sẽ mang hạnh phúc lại cho nhau ' ,"
1057,thanh duyên ️‍ vkck em xin viad gia đình chấp nhận
1058,lương 6-7 tr mà chỉ đủ tiền thuê nhà  mình nghe nhầm không ạ
1059,nghe buồn quá
1060,giờ là 2024 rồi đấy các bác ạ
1061,kì thị lgbt có lm sao không ạ ?
1062,tăm nước của c là loại nào vậy ạ
1063,straight mãi đỉnh
1064,"mấy thằng này sau cho ế suốt đời , nà không khéo s lại lấy 1 người lgbt thì sao , ns như đúng rồi"
1065,các bạn l ok ! các bạn g vẫn ok ! còn các bạn tôi thì  kiểu mình sợ bị cú lừa ấy nên là . 
1066,"tệ thật ' ,"
1067,phải chi coi được clip này sớm hơn 30 phút
1068,nay người chuyển giới toàn trai xinh gái đẹp
1069,mũi cận bao nhiu độ dị tỏi
1070,cằm ơn ba mẹ đã sinh con ra ở vịt lam 
1071,đẹp trai ghê
1072,"cả nước nào sợ vậy : ) ông dùng từ cho đúng nhé : ) ' ,"
1073,mình bị nói quài nên quen rồi !
1074,cảm ơn anh đã bảo vệ pn 殺
1075,"mình thấy bth , đó là sự chung thuỷ"
1076,hết cái để làm rồi đúng không ? cạn ý tưởng rồi đúng không
1077,"nói thật là chính các bạn nữ đang hạ thấp bản thân mình , câu "" đồ đàn bà "" ngày xưa đe nói về sự rắc rối , sự phiền toái và vô dụng . nhưng ngày nay hơi tí các bạn chửi con trai là "" đồ đàn bà "" thì chẳng khác gì hạ thấp bản thân mình : ) ' ,"
1078,đàn ông phải biết sửa chữa đồ đạc
1079,anh hết bố cơ hội rồi chao ơi 梁
1080,vậy đơn giản con gái đừng than tới kì đừng than thanh xuân đừng than cuộc sống không đủ đầy nếu hai người cùng có sự nghiệp thì làm gì có ai than
1081,đỉnh lắm bạn ơi ! ?
1082,mình nói mấy bạn nè còn sớm thì come out nhanh đi đẻ ba mẹ đẻ đứa khác chứ bây giờ đe con nuôi con muốn có cháu con lại không cho mẹ được một đứa cháu thì hơi thất vọng nên mình cứ come out sớm khicòncóthe
1083,hình như cái người nói không bh có đặt mình vào vị trí của người bị nói
1084,không làm gì hết tui không bên đó nhưng i love lgbt
1085,"đuma thương phận đàn bà quớ huhu ' ,"
1086,"giống như 49% với 51% ấy . nữ hơn một xíu . nhưng mà lại thấy khó yêu quá , không ai mở lòng với bi "
1087,ủa tôi tưởng bot
1088,. 7 dễ thương quá anh 梁
1089,họ xứng đáng được yêu thương 
1090,mê chị thanh tú 殺 chị ấy xinh đẹp lắm ❤️
1091,"có ngoài đời đấy cj , em bị phân biệt đối xử lắm"
1092,chủ video này tôi xin phép bảo bạn 1 câu . bạn bảo vệ nữ quyền thì bạn đổi vai đi . bảo vợ bạn làm 5 thằng chồng trong đó có bạn . sẽ hiểu !
1093,"đàn ông ra ngoài làm việc gần chục tiếng đồng hồ , đàn bà ở nhà làm việc nhà trong vòng 2-3 tiéng than tròi than đất"
1094,đồng tính là do không có giáo dục
1095,khi nào còn đòi nữ quyền thì khi đó vẫn không bình đẳng  . tôi vẫn không biết đòi chuyện gì nữa . cviec thì làm theo năng lực hưởng theo nhu cầu rồi
1096,"đúng vậy , sao họ lại nhìn lgbt với một cái nhìn khác vậy , những người ấy cx như người bth thoi mà ."
1097,ny tao bảo tao trọng nữ kinh nam
1098,bỏ cty rồi đi làm ctruong thôi
1099,"anh này nhìn hiền ghê , bạn nữ kia cũng tội nghiệp , thương quá 梁"
1100,"cố lên đồng nghiệp yêu quý , mình cũng vậy 殺 tất cả rồi sẽ thay đổi thôi , mình phải tích cực ❤️"
1101,"cười xỉu ' ,"
1102,thế bà áo trắng là ai vậy
1103,"trường hợp này , chị em chúng tôi xin nhường váy "
1104,rồi ngoại với mẹ là con gì 
1105,"đã dám công khai cho miền nam bik thì họ đã suy nghĩ rất nhìu , nên miền nam đừng bh kì thị 1 ai vì chéc gì mình đã hoàn hảo"
1106,"dám nhìn thẳng vào hiện thực , mạnh mẽ , cố gắng bạn nhá"
1107,vaio tht
1108,dễ thương quá
1109,đẻ được . chỉ là không mang bầu được thôi ạ
1110,khổ thân thằng trường 
1111,cứ kéo vali ngược là s ta
1112,"nữ quyền sinh ra với mục đích là để đòi lại quyền bình đẳng giới , chứ không phải là dành quyền lợi về cho mỗi phụ nữ . vậy thôi ."
1113,"cái này kiểu mang tính quy chụp này . như mình , mình cũng là kiểu không phụ thuộc và cũng không cần thiết đàn ông . nhưng mình không hề phủ nhận họ"
1114,lười đi làm
1115,chắc làm mãi mà không nổi tiếng nên đu dây idol để nổi đây mà 
1116,mấy bà ngồi dưới thấy mắc mệt thiệt
1117,come out là gì giải thik hộ với
1118,"kh bận tâm , mình hạnh phúc là được"
1119,tui mới lượn qua trang đó xem . sợ quá mọi người ạ . bản thân là con gái nhưng ra đường vẫn hay nhường các bạn bé và nhỏ con hơn . mà …
1120,các nước đó là các nước hồi giáo nên họ không ủg hộ
1121,"đa phần bị ba mẹ ép , khổ thật"
1122,"em rất giỏi , không có gì hết em"
1123,ngt nói hai đứa con gái cưới nhau rồi không biết làm ăn gì : (
1124,"pt càng ngày giống cidy thái tài ghê ' ,"
1125,"má cô cũng vậy ! mỗi lần làm cái gì cũng kêu cô coi , má nói : để mai mốt má chết không ai chỉ cho con , thương má ! nhưng giờ má đã đi xa rồi ."
1126,alpha male
1127,ờ
1128,cũng đúng có sai đâu
1129,"cơ mà chị dũ cong cong thẳng thẳng ' ,"
1130,louder
1131,nay gặp nhiều chường báo quá cu
1132,không tui yêu lgbt
1133,mỗi người mỗi si nghĩ thằng bạn
1134,. dân tộc 12 
1135,không phải ai cũng giống các bạn rất khó để chấp nhận ý ạ梁 tớ đã từng như vậy nhưng dần dần tớ chấp nhận điều đó là điều bình thường
1136,rác
1137,ai là người sinh 2 bé dễ thương quá
1138,hg ấy ah đưa em tr 1 lieu để cho cr uống được hg
1139,tôi tôn trọngười thôi chứ không baoh thik công an̉
1140,c nói hay quá nghe cuốn xúc động quá梁
1141,bọn đồng tính đều bị ảo đá
1142,coi tuc oi mau 
1143,"may ghê , ở Việt Nam chỗ mình đỡ hơn nhiều"
1144,đúng trùm báo
1145,"ước gì ba mẹ cũng đồng ý mỗi ngày mình đều nghe một câu "" con không được thik con gái phải lun thik con trai "" ^"
1146,cha em đó giờ kh thích con trai cho lắm lúc mà a2 sinh ra là cha rất ít qtam sợ nói vậy cha buồn - (
1147,thế giới chắc được số ít người có suy nghĩ hay như này
1148,cảm ơn bạn . thay mặt đàn ông tiktok cảm ơn bạn !
1149,bả suy nghĩ gì dãy 
1150,khổ tận cam lai . chắc kiếp trước mang bao làm lỗi.nên kiếp này riêng tôi . khổ梁
1151,dạo này có quá nhiều cuộc khởi nghĩa đứng dậy đấu tranh về vấn đề này
1152,đúng lũ lgbt khác đel gì lũ ấu dâm với cái bệnh tâm thần của chúng nó mà lgbt được thiên vị là bình thường mà cộng đồng pedophile lại bị coi là súc vật cặn bã tội đồ
1153,ủa vậy rồi truyện bình luận là do nc nào sx vậy miền nam ?
1154,"em mng kiểu ờ nếu mình là con gái mình thích con trai thì đâu phải mình gặp đứa nào là con trai cũng thích , cũng tương tự với bisexual chúng tui thì -"
1155,"coi mà tuk ' ,"
1156,"giảng viên cũng là cái danh hão . thạc sỹ cũng chỉ 4,9 tr / tháng . đói theo nghĩa đen"
1157,bố mẹ mình nói vui ” biết thế ngày xưa sinh luôn 5 cô con gái . mặc dù mình cũng có một vậy em trai ngoan
1158,lan truyền quá không nên
1159,"cứ tưởng bạn bè sẽ ủng hộ cho chúng ta nhưng em đã nghỉ sai , sự thật thì họ cực kì ghét cộng đồng lgbt . em vẫn thất mất lgbt cũng là con người mà"
1160,lgbt thời nào cũng nhiều . chả qua thời xưa lễ giáo tư tưởng khắt khe . nên ít ai dám vượt qua thôi . giờ xã hội thoải mái hơn và truyền thông phát triển nên miền nam biết nhiều thằng lgbt thôi
1161,"thật sự mình đã mong bme sinh thêm em trai . bme mình chỉ sinh 2ce gái , đi làm rồi lấy chồng hết . chỉ có 2 ôb lủi thủi , lễ tết tủi thân lắm"
1162,tuổi trẻ chưa trải sự đời . đợi cháu nó lớn tý nữa lấy thằng chồng kiểu bình đẳng rồi hiểu ngay thôi
1163,"tôi hong thích nhỏ vành môi nhưng không ghét , còn con kanhy thì tôi ghét tại nhìn mặt nó gian sảo vl ' ,"
1164,"kì thị trong khi họ không làm gì sai cả , mắc cười ghê"
1165,cảm giác ấy ai trông lgbt cũng đã từng trãi qua đôi khi ik làm người ta còn nói nặng hơn nữa 
1166,trên đời ghét nhất là mấy thằng bê đê
1167,ồ tô kê
1168,truy nã đối tượng ( vy ) có hành vì coment dạo rất nhiều video nếu ai bắt gặp hãy thông báo cho sở cảnh sát bắt nhốt càng sớm càng tốt
1169,lgbt phải khổ vì họ yêu nhau thật lòng mới có thể khổ vì miền nam luôn bảo lgbt không có tình yêu .
1170,tui giả bộ nói về lgbt các kiểu và mẹ chửi tui các bác ạ : >
1171,ủa ai má quen nhau thiệt ha
1172,xinh quá trời quá đất
1173,ối người quen
1174,ủa sao clip nó cứ lặp đi lặp lại nội dung : ) ?
1175,bịnh hoạn tởm lợm có đéo gì tự hào ?
1176,bê đê bệnh hoạn
1177,cô chủ homestay ấy giống bà tiên xanh xuất hiện trong cuộc đời bạn này 栗‍♀️làm mình rớt nước mắt  hên là kết thúc có hậu
1178,chời lớp em bit ròi nma không ai ghét em luôn ná : )
1179,anh giống em
1180,cưng quá dạ trời . tui coi vừa rơi nước mắt vừa cười luôn 
1181,giọng ấm quá
1182,"sao đâu nè , uh bạn nè"
1183,"mọi người ủng hộ nhiều nhiều để sếp mình có cớ buf nội dung thế này nha ' ,"
1184,bình đẳng có phải công bằng đéo đâu mà đòi như nhau
1185,bình đẳng khác với công bằng : )
1186,gặp mình mình đi luôn không về nữa cha mẹ không chấp nhận mình đối xử nv với mình làm đau mình thì thôi 
1187,"tập này hay quá đi cười xỉu luôn ' ,"
1188,như kiểu the danis girl bước ra ngoài đời thực vậy
1189,": ) vid này réo gọi những người bảo bts là đàn bà chỉ vì họ skincare , trang điểm"
1190,bảo thy xinh dã man luôn ý
1191,tôi thích em 
1192,em hok cần come out mẹ tự hỏi thẳng lun
1193," khả hân ơi tôi không hề kỳ thị về giới tính , tôi chỉ không có cổ vũ cho việc chuyển giới để sau này nếu các bạn suy nghĩ lại thì tương lai của các bạn còn mở rộng ."
1194,con gái mà đi phượt một mình thì không đúng
1195,"tui come out rồi mà giờ muốn lấy vợ lại không dám lấy , sợ hàng xóm với dòng họ chưỡi sấp mặt "
1196,️‍️‍️‍️‍️‍️‍️‍cô lên tôi ung hô ban
1197,rồi 2 người tới đâu 
1198,trời kêu mẹ tụi muốn xỉu
1199,nhưng đẻ cho ai thì ch biết nghe anh
1200,nếu giờ săn rồng con là sanh non hả = )
1201,cặp này ai stop ai sì bo vậy 嵐
1202,mẹ đơn thân đây梁
1203,lgbt cần được yêu thương hơn là kì thị 
1204,huhu đpwj trai vl
1205,"bà linh không ai y , nên y ông ái này"
1206,lạy chúa một ổ alpha male
1207,hay chọc chồng kêu ổng đau đẻ hộ  bây giờ thấy có ông chồng đau đẻ thây vợ thật 
1208,"ba em đúng em bị lôi cuốn.em nên về chính thể xacs em lúc bạn đầu chúa tạo dựng ra em . em là người đàn ông ' ,"
1209,lgbt họ cũng là con người được quyền hạnh phúc việc come out mới đầu bố mẹ không chấp nhận sang tai thuyết phục dần rồi sẽ chấp nhận thôi
1210,cắt ghép rồi tui mới vào coi xog bả cười tươi như hoa ấy có thái độ gì đâu
1211,hình nhu tôi thành bế mèo 
1212,một câu nói ám ảnh của người thân : rồi sau này 2 đứa già rồi con cái đâu lo cho các con 
1213,"tôi và jang floyoung đang giải thích cho 1 thằng nào đó không thích yêu với bất kì ai rằng nó là chảosexual nhưng nó không chấp nhận : ' ,"
1214,lgbt không phải khổ mà là quá khổ : (
