index,text,label,platform,processed_text
871,học_quan trọng,0.0,TikTok,học_quan trọng
872,nam sợ nam parky,0.0,TikTok,nam sợ nam parky
873,đi vô nam trời,0.0,TikTok,đi vô nam trời
874,quan_tâm mấy câu chết,0.0,TikTok,quan_tâm mấy câu chết
875,mộng hoa hòn ngọc viễn đông mơ tây lông dính bùn sình,0.0,TikTok,mộng hoa hòn ngọc viễn đông mơ tây lông dính bùn sình
876,thây mặt miền nam lỗi miền bắc không miền nam chia_rẽ,0.0,TikTok,thây mặt miền nam lỗi miền bắc không miền nam chia_rẽ
877,không parky cước định_danh vệ_sinh,1.0,TikTok,không parky cước định_danh vệ_sinh
878,không parky miền nam không parky parky yêu_quý parky parky,1.0,TikTok,không parky miền nam không parky parky yêu_quý parky parky
879,thằng miền bắc miền nam thằng thằng phân_biệt miền,0.0,TikTok,thằng miền bắc miền nam thằng thằng phân_biệt miền
880,hàn_quốc thèm,0.0,TikTok,hàn_quốc thèm
881,ta hy_sinh giải_phóng đất cháu thời parky namkiki thiểu,0.0,TikTok,ta hy_sinh giải_phóng đất cháu thời parky namkiki thiểu
882,parky vô xâm_chiếm miền nam miền nam bây phức_tạp,1.0,TikTok,parky vô xâm_chiếm miền nam miền nam bây phức_tạp
883,người bắc mày trịnh thượng kiểu không tụi tao giờ tụi bây buồn_cười,1.0,TikTok,người bắc mày trịnh thượng kiểu không tụi tao giờ tụi bây buồn_cười
884,đơn_giản sống miền miền sống xong đụng_chạm văn_hoá miền sử_dụng miền đi,0.0,TikTok,đơn_giản sống miền miền sống xong đụng_chạm văn_hoá miền sử_dụng miền đi
885,bạn mày người mnam hầu ghé tôi không ưa người mbac,0.0,TikTok,bạn mày người mnam hầu ghé tôi không ưa người mbac
886,hào người miền bắc tụi tao gì,0.0,TikTok,hào người miền bắc tụi tao gì
887,ok chuẩn,0.0,TikTok,ok chuẩn
888,người việt_nam sợ đéo gì mấy ku phân_biệt vùng miền,0.0,TikTok,người việt_nam sợ đéo gì mấy ku phân_biệt vùng miền
889,parky nghĩa mày bố mày không,1.0,TikTok,parky nghĩa mày bố mày không
890,lan_toả trang tik tok kẻ phân_biệt miền miền nam sinh_sống mãnh đất tây_ninh,0.0,TikTok,lan_toả trang tik tok kẻ phân_biệt miền miền nam sinh_sống mãnh đất tây_ninh
891,đừng nhắc người bắc không chấp vặt,0.0,TikTok,đừng nhắc người bắc không chấp vặt
892,tụi vnch nguỵ nô,1.0,TikTok,tụi vnch nguỵ nô
893,miền nam sẵn,0.0,TikTok,miền nam sẵn
894,phổ_biến không mấy bố xu_hướng đm mấy bố im coi gì thèm,0.0,TikTok,phổ_biến không mấy bố xu_hướng đm mấy bố im coi gì thèm
895,pa ke,1.0,TikTok,pa ke
896,mấy bắc nhạy_cảm xù mạng lướt thằng,0.0,TikTok,mấy bắc nhạy_cảm xù mạng lướt thằng
897,kẻ xấu xấu keo đa bắc del toán li tí,1.0,TikTok,kẻ xấu xấu keo đa bắc del toán li tí
898,del care bọn spam nx được anh_em miền nam với miền bắc,0.0,TikTok,del care bọn spam nx được anh_em miền nam với miền bắc
899,yêu tổ_quốc yêu đồng_bào,0.0,TikTok,yêu tổ_quốc yêu đồng_bào
900,chia_rẽ lầm nội ta,0.0,TikTok,chia_rẽ lầm nội ta
901,người gốc hoa người dân_tộc toàn dân bắc di_cư toàn mấy bọn sỉ_nhục tô tông,0.0,TikTok,người gốc hoa người dân_tộc toàn dân bắc di_cư toàn mấy bọn sỉ_nhục tô tông
902,dân gốc thành_phố hồ_chí_minh đếm chên đầu ngón đa thằng chủi dân bắc,0.0,TikTok,dân gốc thành_phố hồ_chí_minh đếm chên đầu ngón đa thằng chủi dân bắc
903,trung_quốc phản_động phá,0.0,TikTok,trung_quốc phản_động phá
904,ma noi bk la nhay dung len vay troi,0.0,TikTok,ma noi bk la nhay dung len vay troi
905,miền nam hok parky nhoa,0.0,TikTok,miền nam hok parky nhoa
906,tao thằng parkycho bật kinh phật max volume loa kẹo kéo phá làng phá xóm đừng ghét parkycho điên,1.0,TikTok,tao thằng parkycho bật kinh phật max volume loa kẹo kéo phá làng phá xóm đừng ghét parkycho điên
907,tôi du_lịch miền nam suốt ta quý dân bắc lắm,0.0,TikTok,tôi du_lịch miền nam suốt ta quý dân bắc lắm
908,mã miền hè,0.0,TikTok,mã miền hè
909,khổ_thân bọn cali bố_mẹ thuê người parky kiếm tiền lo học,1.0,TikTok,khổ_thân bọn cali bố_mẹ thuê người parky kiếm tiền lo học
910,đa dân miền nam gốc bắc sánh lol không sánh gia_phả,0.0,TikTok,đa dân miền nam gốc bắc sánh lol không sánh gia_phả
911,miền nam lắm tiền lá chùi đít thơm bát_ngát,0.0,TikTok,miền nam lắm tiền lá chùi đít thơm bát_ngát
912,đặc_khu_kinh_tế lòi câu kỳ_thị dân bắc,0.0,TikTok,đặc_khu_kinh_tế lòi câu kỳ_thị dân bắc
913,parky hà_nội parky sủa,1.0,TikTok,parky hà_nội parky sủa
914,quan_trọng sống ta đừng phân_biệt,0.0,TikTok,quan_trọng sống ta đừng phân_biệt
915,lam bắc kì miền nam bố,0.0,TikTok,lam bắc kì miền nam bố
916,tao lao không co ki lam co miền nam,1.0,TikTok,tao lao không co ki lam co miền nam
917,kệ mẹ bọn mày bố đéo quan_tâm,0.0,TikTok,kệ mẹ bọn mày bố đéo quan_tâm
918,kiên tao tụi mày phết lao,0.0,TikTok,kiên tao tụi mày phết lao
919,mày công không miền bắc không miền nam không,0.0,TikTok,mày công không miền bắc không miền nam không
920,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
921,mấy thằng gặm cae bình oxi,0.0,TikTok,mấy thằng gặm cae bình oxi
922,mượn đăng video dậy sóng vậy nội,0.0,TikTok,mượn đăng video dậy sóng vậy nội
923,parky,1.0,TikTok,parky
924,không parky vỹ tuyến trở_thành hàn_quốc,1.0,TikTok,không parky vỹ tuyến trở_thành hàn_quốc
925,la nguoi parky mjh la parky parky không parky sống không co đạo_đức,0.0,TikTok,la nguoi parky mjh la parky parky không parky sống không co đạo_đức
926,lạ ta namky trungky không bảo backy chửi người_người kia phân_biệt chi,0.0,TikTok,lạ ta namky trungky không bảo backy chửi người_người kia phân_biệt chi
927,bảo_trung_quốc khoá mạng xã_hội khoá mõm bọn phản_động,0.0,TikTok,bảo_trung_quốc khoá mạng xã_hội khoá mõm bọn phản_động
928,triều_tiên với hàn_quốc ta,0.0,TikTok,triều_tiên với hàn_quốc ta
929,parky tục tạt đa,1.0,TikTok,parky tục tạt đa
930,parky tộc cối,1.0,TikTok,parky tộc cối
931,mấy thằng phân_biệt vùng miền sỉ nhuc tổ_tiên,0.0,TikTok,mấy thằng phân_biệt vùng miền sỉ nhuc tổ_tiên
932,lén patkey cá gỗ,1.0,TikTok,lén patkey cá gỗ
933,nha hòi xưa miền nam giàu lắm chả parky hiện bay,1.0,TikTok,nha hòi xưa miền nam giàu lắm chả parky hiện bay
934,bọn bắc tụi sống bày hung_hãn tiếp_xúc không ưa tý,1.0,TikTok,bọn bắc tụi sống bày hung_hãn tiếp_xúc không ưa tý
935,ghét nc,1.0,TikTok,ghét nc
936,người phân_biệt,0.0,TikTok,người phân_biệt
937,gọi thần vũ lỗi anh_em miền nam tao tha,0.0,TikTok,gọi thần vũ lỗi anh_em miền nam tao tha
938,hề chỗ miền nam đánh_đồng khoáng_sản xây đường sân_bay phục_vụ chiến_tranh parky,1.0,TikTok,hề chỗ miền nam đánh_đồng khoáng_sản xây đường sân_bay phục_vụ chiến_tranh parky
939,tất gốc sài_gòn toàn phản_động xưa,1.0,TikTok,tất gốc sài_gòn toàn phản_động xưa
940,tụi mày nam toàn cali bọn bắc_nam chế_độ vnch,1.0,TikTok,tụi mày nam toàn cali bọn bắc_nam chế_độ vnch
941,học tai thằng bắc đứng bắc trung nam,0.0,TikTok,học tai thằng bắc đứng bắc trung nam
942,quê_hương sông_núi non đổ_máu giành bây giỏi tương_tác packy namkiki bám hại,0.0,TikTok,quê_hương sông_núi non đổ_máu giành bây giỏi tương_tác packy namkiki bám hại
943,tui người miền trung đọc bình_luận thất_vọng mấy người phân_biệt vùng miền hùa gì mấy người tưởng vậy vui,0.0,TikTok,tui người miền trung đọc bình_luận thất_vọng mấy người phân_biệt vùng miền hùa gì mấy người tưởng vậy vui
944,parky cay ác,1.0,TikTok,parky cay ác
945,khong co parky namkiki khoi song khong co namkiki parky khong co mien vietnam khong ton tai không lôi trung kỳ,0.0,TikTok,khong co parky namkiki khoi song khong co namkiki parky khong co mien vietnam khong ton tai không lôi trung kỳ
946,toàn phán không ta tôi bọn bắc chuyên zo soi kỳ_thị người ta trc không thu vực miền,0.0,TikTok,toàn phán không ta tôi bọn bắc chuyên zo soi kỳ_thị người ta trc không thu vực miền
947,tui thich người bac vcl,0.0,TikTok,tui thich người bac vcl
948,bảo tụi chuẩn xao lol thi bi chửi,0.0,TikTok,bảo tụi chuẩn xao lol thi bi chửi
949,thực_tế chuẩn,0.0,TikTok,thực_tế chuẩn
950,trình_độ văn_hoá phân_biệt phân_chia xấu xấu,2.0,TikTok,trình_độ văn_hoá phân_biệt phân_chia xấu xấu
951,người ta gét,0.0,TikTok,người ta gét
952,đảm_bảo trai_gái miền bắc đẹp,0.0,TikTok,đảm_bảo trai_gái miền bắc đẹp
953,mấy học trưa cm sai tả chán,0.0,TikTok,mấy học trưa cm sai tả chán
954,parky cay,1.0,TikTok,parky cay
955,parky,1.0,TikTok,parky
956,gì nam cx hổ trợ được tí cắn,0.0,TikTok,gì nam cx hổ trợ được tí cắn
957,bắc,0.0,TikTok,bắc
958,tổ_tiên kinh miền nam miền bắc bắc đi miền nam chăm khmer thượng đi,1.0,TikTok,tổ_tiên kinh miền nam miền bắc bắc đi miền nam chăm khmer thượng đi
959,trung de thương tụi bắc tôi thu tụi bắc kinh,1.0,TikTok,trung de thương tụi bắc tôi thu tụi bắc kinh
960,tôi thịt trông thit miền bắc hk thịt,1.0,TikTok,tôi thịt trông thit miền bắc hk thịt
961,parky dịch lông dịch được,1.0,TikTok,parky dịch lông dịch được
962,toàn bọ nick ảo,0.0,TikTok,toàn bọ nick ảo
963,miền triều_tiên hàn_quốc miền nam triều_tiên miền bắc,0.0,TikTok,miền triều_tiên hàn_quốc miền nam triều_tiên miền bắc
964,mày tụi mày đẻ miền nam nc đụ_mẹ parky,1.0,TikTok,mày tụi mày đẻ miền nam nc đụ_mẹ parky
965,parky cá_rô rau mãi đỉnh,1.0,TikTok,parky cá_rô rau mãi đỉnh
966,sống ta sợ bắc gọi lạ toàn tiếng bắc gọi,1.0,TikTok,sống ta sợ bắc gọi lạ toàn tiếng bắc gọi
967,phân_biệt nam bắc,2.0,TikTok,phân_biệt nam bắc
968,giải_phóng miền nam,0.0,TikTok,giải_phóng miền nam
969,parky bắc cụ,1.0,TikTok,parky bắc cụ
970,bọn chê miền bắc toàn phản_động anh_em bình_luận lz mệt,0.0,TikTok,bọn chê miền bắc toàn phản_động anh_em bình_luận lz mệt
971,bắc_giang chào việt_nam việt_nam quê_hương đi đoa quê_hương,0.0,TikTok,bắc_giang chào việt_nam việt_nam quê_hương đi đoa quê_hương
972,ok quan,0.0,TikTok,ok quan
973,mục_đích clip gì thằng ad tôi,0.0,TikTok,mục_đích clip gì thằng ad tôi
974,party cá_rô_phi,1.0,TikTok,party cá_rô_phi
975,hâha,0.0,TikTok,hâha
976,backy kh phân_biệt miền mấy người chửi chửi,0.0,TikTok,backy kh phân_biệt miền mấy người chửi chửi
977,đơn_giản bọn lun anh_em miền nam ghet sở bạn chê_bai đồ ngt chê ngt nghèo người miền nam mtay không ghét gi,1.0,TikTok,đơn_giản bọn lun anh_em miền nam ghet sở bạn chê_bai đồ ngt chê ngt nghèo người miền nam mtay không ghét gi
978,không co bắc_nam kìa vãi,0.0,TikTok,không co bắc_nam kìa vãi
979,trời đầu mày kh việt bắc trời đầu mày việt_nam,0.0,TikTok,trời đầu mày kh việt bắc trời đầu mày việt_nam
980,cam đòi đấy,0.0,TikTok,cam đòi đấy
981,miền nam không,0.0,TikTok,miền nam không
982,đan đan phân_biệt miền chỗ miền nam xấu miền,0.0,TikTok,đan đan phân_biệt miền chỗ miền nam xấu miền
983,mùa dịch game liên_quân lỡ cấm flo miền bắc ảnh chửi choá phân_biệt vùng miền khinh miền nam không tiền chống dịch nx,0.0,TikTok,mùa dịch game liên_quân lỡ cấm flo miền bắc ảnh chửi choá phân_biệt vùng miền khinh miền nam không tiền chống dịch nx
984,miền kia thay xấu đi kiếm tiền lo gia_đình,0.0,TikTok,miền kia thay xấu đi kiếm tiền lo gia_đình
985,dòng barky chối barky sống như thế_này,1.0,TikTok,dòng barky chối barky sống như thế_này
986,đọc bình_luận cười đau bụng,0.0,TikTok,đọc bình_luận cười đau bụng
987,xàm lol đầu clip,0.0,TikTok,xàm lol đầu clip
988,nhiên ta đặc,0.0,TikTok,nhiên ta đặc
989,gia_lai gọi tây_nguyên kì,0.0,TikTok,gia_lai gọi tây_nguyên kì
990,toàn mấy nhóc núp clone,0.0,TikTok,toàn mấy nhóc núp clone
991,tôi không phân_biệt vùng miền tôi namky tôi vui_vẻ tôi namky namky la_làng,0.0,TikTok,tôi không phân_biệt vùng miền tôi namky tôi vui_vẻ tôi namky namky la_làng
992,bớt bình_luận bớt môi móc im_lặng,0.0,TikTok,bớt bình_luận bớt môi móc im_lặng
993,bắc chửi nè mấy thằng phân_biệt vùng miền mõm mấy thằng nhóc ác,0.0,TikTok,bắc chửi nè mấy thằng phân_biệt vùng miền mõm mấy thằng nhóc ác
994,hôm bữa tui ik lm kiên_giang chủ lú hok tiền tụi parki nguyên bọn hùa chửi tui xúc_phạm đồi đánh tui,1.0,TikTok,hôm bữa tui ik lm kiên_giang chủ lú hok tiền tụi parki nguyên bọn hùa chửi tui xúc_phạm đồi đánh tui
995,bọn nghèo miệt_thị người giàu,0.0,TikTok,bọn nghèo miệt_thị người giàu
996,phân_biệt lợi_lộc,0.0,TikTok,phân_biệt lợi_lộc
997,xấu đa người bắc_nam trung kiến,1.0,TikTok,xấu đa người bắc_nam trung kiến
998,hk tư nhiên ta miệt_thị ky miền củng hk thít,1.0,TikTok,hk tư nhiên ta miệt_thị ky miền củng hk thít
999,parky nghĩa dịch tổ_tông tổ_tiên,1.0,TikTok,parky nghĩa dịch tổ_tông tổ_tiên
1000,đầu tôi trào_lưu parky clip giải tôi ghét dân bắc thượng_đẳng,1.0,TikTok,đầu tôi trào_lưu parky clip giải tôi ghét dân bắc thượng_đẳng
1001,không được phân_biệt nha máy vô nam sinh_sống rồi thùng rác láy tôi lậy parky,1.0,TikTok,không được phân_biệt nha máy vô nam sinh_sống rồi thùng rác láy tôi lậy parky
1002,mói nam ghét bắc éo định_kiến,0.0,TikTok,mói nam ghét bắc éo định_kiến
1003,khuyên tất em miền đất việt_nam đừng phân_biệt miền tình đoàn_kết tất việt_nam,2.0,TikTok,khuyên tất em miền đất việt_nam đừng phân_biệt miền tình đoàn_kết tất việt_nam
1004,tụi cali đâm chọt ly_gián nội,1.0,TikTok,tụi cali đâm chọt ly_gián nội
1005,bắc kỳ nam kỳ việt_nam mấy đứa nít phân_biệt khong mấy thằng già đầu bu,0.0,TikTok,bắc kỳ nam kỳ việt_nam mấy đứa nít phân_biệt khong mấy thằng già đầu bu
1006,không bạn miền nam không bạn miền nam không miền bạn mấy thng phân_biệt vùng miền không dân việt,0.0,TikTok,không bạn miền nam không bạn miền nam không miền bạn mấy thng phân_biệt vùng miền không dân việt
1007,bakery,1.0,TikTok,bakery
1008,núp ac clone mõm hả nhóc,0.0,TikTok,núp ac clone mõm hả nhóc
1009,không phân_biệt đau mấy thể tí trốn trốn mẹ thức đêm choie game chửi khiếp lắm chửi phụ_huynh ganh,0.0,TikTok,không phân_biệt đau mấy thể tí trốn trốn mẹ thức đêm choie game chửi khiếp lắm chửi phụ_huynh ganh
1010,bọn trẻ trâu bắc bây miệng tôi mày ghét,1.0,TikTok,bọn trẻ trâu bắc bây miệng tôi mày ghét
1011,parky cá dồ,1.0,TikTok,parky cá dồ
1012,parky câm,1.0,TikTok,parky câm
1013,chiến không hồi kết đứa trẻ,0.0,TikTok,chiến không hồi kết đứa trẻ
1014,nghĩa cũa parky lông,1.0,TikTok,nghĩa cũa parky lông
1015,điền chỗ trống parky rau,1.0,TikTok,điền chỗ trống parky rau
1016,bắc kg giải_phóng miền nam bây đời sai,1.0,TikTok,bắc kg giải_phóng miền nam bây đời sai
1017,bắc_nam sum_họp,2.0,TikTok,bắc_nam sum_họp
1018,miền bắc miền nam gank miền trung kiểu nh mày đồng_bào vậy không miền bắc miền nam bây_giờ không tồn,2.0,TikTok,miền bắc miền nam gank miền trung kiểu nh mày đồng_bào vậy không miền bắc miền nam bây_giờ không tồn
