,Unnamed: 0,Nội dung
2366,2366,"Tôi nghĩ mấy ng bl Parky gì đó,nên hoàn thành quá trình học rồi hẵng bl"
2367,2367,parky cay
2368,2368,"Parky
p = phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y =yêu thương"
2369,2369,chịu cmt thật
2370,2370,Namkiki
2371,2371,
2372,2372,Nhưng mà thật sự nhìn cái bình luận toàn Parky mà tức ghê á
2373,2373,bọn mấy bọn nói pặc ký là mấy thk batman
2374,2374,Lũ cali bị nói cái là tap liền 
2375,2375,tư duy gì đây=))
2376,2376,parky là j thế
2377,2377,PArky là gì
2378,2378,haizz 1 lũ cứ cmt parky toàn mấy thg nhõi nhõi chấp lmj
2379,2379,cay ko có thời gian báo cáo hết bọn cali
2380,2380,Parky là công viên mà
2381,2381,chả hiểu ý thức xh VN
2382,2382,
2383,2383,chán...
2384,2384,T ng nam ngại dùm mấy tk mở mồm là parky
2385,2385,Parkyla
2386,2386,sao vid này nhiều ng khát nước thế nhỉ 
2387,2387,parky lỏ
2388,2388,thế cm ở nc nào mà pbvm v ? 
2389,2389,"Parky
p = phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y =yêu thương  Parky
p = phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y =yêu thương "
2390,2390,"Parky
p = phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y =yêu thương "
2391,2391,fact: đi đâu cx thấy hang ổ của namkicho 
2392,2392,Parky là j ??
2393,2393,ai chat parky là thể hiện sự tôn trọng không yêu bác rồi bác rất là buồn
2394,2394,thắng làm vua thua bình luận parky
2395,2395,cali cayyy
2396,2396,kid:parky
2397,2397,BÁC KO MUỐN ĐIỀU NÀY
2398,2398,parky
2399,2399,ước bố mẹ bọn culy đeo bao thì tốt biết mấy...
2400,2400,bên phía nam k đc đi học hả
2401,2401,
2402,2402,Parky sịn
2403,2403,Parky no đồng bào
2404,2404,
2405,2405,"thôi càng vào nói các e càng táp càng lm tới , bọn trẻ con hiểu j đâu"
2406,2406,haizz hết cứu bọn phân biệt vùng miền 
2407,2407,cmt toàn cali
2408,2408,Cmt toàn mấy thg mồ côi cha mẹ ko đc ăn học nên v
2409,2409,Dân tộc Việt Nam Chung tay chống giặc. Bắc Trung Nam là ae ko phân biệt miền
2410,2410,bọn kid luôn nói parky Cali
2411,2411,:( mong xã hội ko theo hướng lệch lạc nữa
2412,2412,sau những lời ns đúng đắn thì vẫn có nhiều ng chửi là parky
2413,2413,"anh ơi em khuyên anh là nên nghe bài fudo milan vì trong đó có câu ""ko chs với mấy thằng ngu gáy lắm hay ăng yead"""
2414,2414,nhìn giọng parky con trong video như sắp khóc v
2415,2415,"Ae đừng chửi bọn nói parky nx, ae chửi cg khác j tốn nước bọt cho những thằng vô học đâu? Bọn đó sau này ra đường sẽ nhận quả báo chính nó thoiii"
2416,2416,90% toàn kid lỏ
2417,2417,Nam Bắc Trung là AE một nhà
2418,2418,t mong vbvm nhanh biến mất 
2419,2419,"""nam bắc chung 1 nhà"" đợi mấy bé cali táp nè cha t ng Nam mẹ tao ng bắc táp hộ anh cái"
2420,2420,"đang ngồi cạnh mẹ mà lướt phải vid nài, mẹ quay ra nhìn t vs ánh mắt hình viên đạn luôn"
2421,2421,Đừng mà parky
2422,2422,nên các bạn đừng nói thế Bác Hồ đã dạy rồi
2423,2423,"vô cmt toàn thấy mấy đứa ăn bám bố mẹ,fan alime với cheems là s ta? hèn chi nhân tài qua Trung,Nhật,Mỹ, Đức để làm ăn thay vì ở Việt Namxã hội nát"
2424,2424,em thấy hai anh nói đúng.
2425,2425,dừng lại đi! dân Việt Nam mà đồng bào anh em mà?
2426,2426,lêu parky
2427,2427,cho t hỏi bọn parky nó làm jz=))?
2428,2428,cmt toàn tây nội địa
2429,2429,
2430,2430,Mấy bọn spam parky= cận huyết
2431,2431,parky cayyy
2432,2432,Chán thật 
2433,2433,châu âu phân biệt chủng tộc Châu Á Việt Nam phân biệt vùng miền
2434,2434,parky tính nóng Như kem
2435,2435,monkeyyyyy :))))
2436,2436,
2437,2437,
2438,2438,@HTV Official
2439,2439,Đâu phải tự nhiên VN thuộc top đất nước có trình độ dân trí thấp nhất
2440,2440,said: parky
2441,2441,tại sao lại pbvm ? trên tiktok lại có kiểu người đó vậy
2442,2442,
2443,2443,"Trong bản di chúc của mình, Chủ tịch Hồ Chí Minh viết: “Tổ quốc ta nhất định sẽ thống nhất. Đồng bào Nam Bắc nhất định sẽ sum họp một nhà”"
2444,2444,mik hỏi tí là parky là gì vậy ạ
2445,2445,"Cộng đồng tik tok giờ sao thế? Trong bl nghĩ sẽ có ng đồng ý kiến ,mở ra toàn *parky cay,parky khóc,...*☹️"
2446,2446,:parky
2447,2447,cmt toàn phản động 
2448,2448,trong coment toàn alicubi vô học bán nước
2449,2449,tôi khuyên các bạn thay vì cố chấp chửi hay chế nhiễu thì hãy báo cáo lại về vi phạm cộng đồng để cơ quan xem xét. nếu nhiều người báo cáo thì sẻ xử
2450,2450,? Kid : Parky cỏ
2451,2451,Parky là chi z 
2452,2452,ko mik ko matcha mik trà chanh
2453,2453,Tôi mém đấm thag bạn do nó nói bạn mới chuyển vào là parky
2454,2454,"P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
2455,2455,cali cay hahahahaha ☠️
2456,2456,bình luận toàn siêu phản động =)))
2457,2457,"Toàn mấy thánh k để avt chửi parky, ngon để mặt "
2458,2458,Đọc cmt chán luôn
2459,2459,culi trốn tiết DDCD
2460,2460,
2461,2461,
2462,2462,
2463,2463,
2464,2464,
2465,2465,Chả biết miền Bắc bên này làm gì mà bị chửi nhiều vầy nhờ 
2466,2466,parky là jz ạ
2467,2467,ông cha ta xưa đổ máu để thống nhất hai miền nam bắc giờ con cháu lên mạng nói parky
2468,2468,mấy th nhóc biết parky là j ko biết ý nghĩa ko suốt ngày
2469,2469,có thk cali nào dám dùng nick chính không 
2470,2470,nguyên ổ kali
2471,2471,toàn acc clone vô cmt 
2472,2472,một số thành phần xấu : hơn 1000 ng trong cmt box
2473,2473,Chịu mấy bạn ở dưới đấy lên clip nói cho các bạn hiểu mà mấy bạn cứ parky cay tôi nhịn mấy bạn lâu r đấy cẩn thận từ ngữ vào
2474,2474,xấp ngữa chẵn lẻ
2475,2475,Cùng là ae 1 nhà mà tại sao lại phân biệt vùng miền nhỉ
2476,2476,bọn culi này 
2477,2477,"Mồ côi: parky,namky,cali"
2478,2478,5 điều bác hồ dậy ko ai nhớ hết à
2479,2479,"cmt toàn parky, thất vọng thậc"
2480,2480,
2481,2481,Cali là j v
2482,2482,"Đứa nào nói parky, cả dòng họ nó làm chó"
2483,2483,parky là gì namky là gì chúng ta là anh em không cần phải cải nhau chúng ta là anh em mà.?
2484,2484,parky là j vậy mn
2485,2485,
2486,2486,tự hào vì là người parky
2487,2487,party
2488,2488,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương
ko giống ai đó"
2489,2489,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
2490,2490,tất cả là ae
2491,2491,
2492,2492,
2493,2493,cứ tưởng cmt sẽ khác nhưng mà....
2494,2494,ai ae vs namkii
2495,2495,
2496,2496,parky heli tất cả ae nhé
2497,2497,Parky là gì ?
2498,2498,Chịu mấy bọn nói parky
2499,2499,haz
2500,2500,Cmt toàn bọn phản động!
2501,2501,namkiki
2502,2502,Nam ki ki
2503,2503,namki
2504,2504,
2505,2505,
2506,2506,làm video để truyền tải thông tin tốt đẹp mà vào cmt parky 0
2507,2507,lăng bác ở bắc
2508,2508,...... đọc cmt mà chán
2509,2509,"Giới trẻ hiện nay toàn parky , namkiki toàn bọn ko ăn học đàng hoàng"
2510,2510,hoà bruh im thống nhất rồi lệch lạc ko
2511,2511,Parky sắp khóc
2512,2512,đa số mấy thk hay cmt parky toàn kid
2513,2513,mấy thg kêu parky chắc gì cno đã k ở bắc
2514,2514,Cmt lạ
2515,2515,"haizzz nam bắc cũng là 1 nước với nhau , nói thiệt nhiều người phân biệt vùng miền thấy kì sao á"
2516,2516,chúng ta là ae 1 nhà đừng để từ parky đó chia rẽ chúng ta
2517,2517,parky là gì v
2518,2518,"mấy đứa nói từ parky chả phải miền nam hay miền trung,miền tây đó chỉ là những người ko có học và giặc thôi"
2519,2519,
2520,2520,Mấy thk cu cali ko có học thức kiểu 
2521,2521,ko p 1 số nx r
2522,2522,"cùng là con người với nhau
cùng sống chung 1 đất nước
sao lại làm thế"
2523,2523,Có hai loại người 1 là người tốt 2 là naki
2524,2524,Leu leu may ban namkiki khong co bo me
2525,2525,chả biết nói gì luôn 
2526,2526,Vụ jz :D?
2527,2527,parky là gì mọi người
2528,2528,
2529,2529,tôi ko hiểu tại sao cứ parky ấy ạ ? mặc dù t là ng nam nhưg t cứ khó chịu dùm ng bắc ý bác hồ đã nói nước VN là 1 Năm Bắc 1 Nhà
2530,2530,chúng mày ko phải phải ng miền bắc à
2531,2531,tao đang đợi thằng pbvm nào đó để avatar bằng mặt thật
2532,2532,đọc cmt buồn ngang :((
2533,2533,Hhh 1 đám mồ côi cmt “ parky “
2534,2534,đọc lại điều 1 bác hồ dạy??
2535,2535,"parky là party
namki là nam kì
trungki là trung kì"
2536,2536,:)
2537,2537,namkikidog
2538,2538,cali khóc tiếng chó:)))
2539,2539,cách lm vid giống@qocthn.daily
2540,2540,Phản động thành xiao rồi
2541,2541,mấy cái phân bt vùng miền hay ho giề đou nhể
2542,2542,"gửi đến các bạn nói parky nhe.Bạn có ổn không?chắc ngoài đời bạn ít bạn bè lắm đúng không,đừng buồn nhé,hãy tiếp tục cố gắng và tìm một người trò chuyện,một con bot cũng có nỗi khổ"
2543,2543,Tụi mày đăng lên làm gì cho người ta biết parky cay gấp 1000 lần với từ cali vậy 
2544,2544,Miền trung dau☺️
2545,2545,khi nao moi het?
2546,2546,parky là jz bây
2547,2547,chịu thật
2548,2548,"Đã rất thất vọng khi xem cm của mn , tôi còn nhỏ và đã nhận thức đc còn mn thì ko , NẾU CÓ DŨNG KHÍ XIN HÃY RA NGOÀI NÓI CHUYỆN Ạ ☺️"
2549,2549,T là monkey
2550,2550,thôi đừng parky nữa tui là miền nam mà
2551,2551,"Parky:
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
2552,2552,chán hết muốn nói dù t là ngnam
2553,2553,Cùng là người một nước mà
2554,2554,"content hay nhưng mà chả lmj đc bọn này đâu, càng nói chúng nó càng lm thoi. ^^ chả biet nói v có ý nghĩa gì"
2555,2555,Nam Bắc 1 nhà
2556,2556,"Bác Hồ là người bắc đấy tụi bây cứ nói parky, parky cái con …"
2557,2557,
2558,2558,cộng hòa chủ nghĩa xã hội Việt Nam nam trung bắc dù cũg ở chug ở 1 đất nc chúg ta ko nên so sánh lmj chúg ta chỉ nên so sánh vs nc khác thôi
2559,2559,"trong comment hầu như là tư duy lệch lại hết
block tất"
2560,2560,Đang muốn kiếm 1 thg namki nói parky trc mặt bố m đấy
2561,2561,culi ơi táp t nè 
2562,2562,parky là cgi vậy?
2563,2563,tụi m dám thì đưa cái bản mặt lên đây nhé 
2564,2564,Giới trẻ bh… :/
2565,2565,toàn lũ phản động vào cmt ko vậy
2566,2566,bọn nó ko phải người miền nam hoặc trung
2567,2567,"P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương
parky"
2568,2568,RỪNG NÚI DANG TAY NỐI LẠI BIẾN XA
2569,2569,Cali phân bón
2570,2570,Cali
2571,2571,Chán mấy bọn việt tân
2572,2572,bảo đảm nhưg vid như v trong cmt ko phải cmt parky thì là namkiki haizz
2573,2573,hasaki nè
2574,2574,@Chahmd đọc cmt
2575,2575,
2576,2576,thù trong giặc ngoài
2577,2577,Bó tay
2578,2578,trời ạ miền gặp mấy thk nói parky thấy ngại dùm luôn á tui miền nam cũng k chịu nổi nữa toàn cali+tư duy kid thôi
2579,2579,ơ chứ bọn trung t thì s nhìn 2 ng ae vui quá:)
2580,2580,t thua bọn mày roi
2581,2581,chịu cmt
2582,2582,i hate parky very much
2583,2583,"nói v r mà b
vẫn v thì chịu "
2584,2584,bây giờ là thời của hasaki 
2585,2585,Những đứa trẻ mồ côi : parky
2586,2586,Parky cay là người phản nước cay Á 
2587,2587,"đọc cmt mà thấy nhiều người tư duy, ý thức không bằng đứa trẻ con"
2588,2588,vào đây t thấy tàng culi vs có mấy con vào cắn =))
2589,2589,Packy và cali là j vậy? T vấn chưa hiểu 
2590,2590,toan bọn đệ vũ 21
2591,2591,mấy cháu trong cmt chắc không được đi học nên không biết 5 điều bác hồ dạy
2592,2592,video ₛparky 
2593,2593,hazz
2594,2594,parky văn này hơi dỡ nhá
2595,2595,thế này thì nc Việt Nam tan nát thành 2 như Hàn Quốc vs Triều Tiên cho nhanh
2596,2596,mấy thằng làm cho ngầu (t nói xong cũng có thk nói là parky cay)
2597,2597,Parky là sao?
2598,2598,cali
2599,2599,Namki đang rất cayyyy namki namki namki namki cayyyyyyyyyyyyyyy
2600,2600,Đều là đồng bào với nhau mà lại...à không ai lại đồng bào vs lũ phản động
2601,2601,miền Bắc mình thấy au cũng hiền mà trường mình có 1 cô là người Bắc nói chuyện đúng dễ thương và yêu cầu các bạn không có 1 tí áp lúc gì đến từ cô
2602,2602,huhu parky lí luận ha quá
2603,2603,Parky? Namkiki? Trungki? Ae ta monkey
2604,2604,1 người đã nói:Vn sẽ là chủ nhân lãnh đạo tg tương lai...nhưng mà giới trẻ ngày nay thì tương lai tàn lâu r...
2605,2605,"1 thk nào nói parky thì bọn không có bố mẹ nên ko bt về tư duy phản quốc là thế nào
2 thk nào nói parky thì t nói luôn t mong ước m là những thk như"
2606,2606,Tư duy của 1 số ng trong cmt :
2607,2607,"Parky ní nuận, vào đây mà cạp"
2608,2608,ngon thì các cháu cali phản động lên hn var nhau
2609,2609,"1 số thành phần không quan trọng, nên không được vào tầm ảnh hưởng^^"
2610,2610,Parky
2611,2611,vũ 21 là ai thế bọn parky tụi m dám làm khong dám nhận
2612,2612,@ᝯׁ֒ꪱׁׁׁׅׅׅɑׁׅꭈׁׅɑׁׅ✨ nhìn cmt kìa..
2613,2613,parky cay r 
2614,2614,"mng bơ mấy cmt ""parky"" đi là được, trả lời lại làm gì, tốn nc bọt "
2615,2615,npc:parky
2616,2616,Sao mấy người nói parky không để mặt vậy
2617,2617,"cha ông chiến đấu anh dũng giành độc lập , giờ con cháu pbvm..."
2618,2618,"bắc nam 1 nhà , cali thì k "
2619,2619,chấp bọn cali
2620,2620,Trên mạng thôi
2621,2621,Để xem bọn cali làm đc gì
2622,2622,"chúng nó làm chỉ để mình đc nổi bật theo một cách ""đặc biệt "" mà thôi"
2623,2623,Chta thắng mĩ và các cường quốc là do cái gì ? do sự đồng lòng của 54 dân tộc Việt Nam. nhưng h cứ hở ra là pbvm z VN thống nhất có ý nghĩa gì chứ?
2624,2624,Toànn mấy đứâa parky khong à!lm vdeo ý nghĩa cx parky toàn mấy đứa khong hc
2625,2625,chấp j cali+namkiki
2626,2626,@Kiss:❤️tôi sẽ hôn cả tiktok 
2627,2627,:)))) ít ra parky k phân biệt vùng miền như ai kia
2628,2628,chịu cmt ạ hic
2629,2629,NAM BAC CHUNG NHA
2630,2630,parky là cái chó j thế ?
2631,2631,điều 1: yêu tổ quốc yêu đồng bào
2632,2632,Mồ côi cha mẹ: parky
2633,2633,pbvm sẩy ra từ đời nào r
2634,2634,cmt...
2635,2635,Mấy bn có thể sống như ng ko
2636,2636,toàn cali
2637,2637,? cmt
2638,2638,bắt cua
2639,2639,"parky
phóng khoáng
an nhàn
rực rỡ
khỏe mạnh
yêu thương"
2640,2640,Nam bắc một nhà
2641,2641,Có xứng đáng làm người ko
2642,2642,Tụi mày đang làm gì vậy
2643,2643,=))) Nam vs Bắc đều sống ở VN có phải sống ở nước khác đâu mà cứ Parky vs Namkiki
2644,2644,Tụi mày quên 5 điều bác hồ dạy à
2645,2645,parky là j:)))?
2646,2646,Xao t nhìn mấy bọn pbvm nhìn giống kid ko có bame thế nhỉ
2647,2647,t là người miền nam mà nghe bọn m bảo parky còn thấy khó chịu ☺️
2648,2648,Bắc Nam là 1 nhà
2649,2649,
2650,2650,"Nameki khởi nghĩa
Gặm bình oxy
Nhai dải phân cách
Rẻ rách lương tâm
Rủ nhau trộm cắp
Ăn c.ướp la làng
Nhậu ổi xoài cóc
Hóc cá dọn bể"
2651,2651,toàn bọn tư duy lệch lạc 
2652,2652,"còn hơn bọn namkyky bị mỹ chiếm, săos khóc chx, khóc bảo bố 1 câu"
2653,2653,chịu những ng cứ parky kh cs học thức à
2654,2654,kid:parky
2655,2655,
2656,2656,cali cayyy
2657,2657,kid:parky
2658,2658,parky 
2659,2659,Parky là cái dép gì
2660,2660,Bác Hồ :((
2661,2661,cho hỏi parky là j và culi là j thế mn
2662,2662,Anh em biết giống chó đầ.n nhất hành tinh là gì k? Đó là cali và namky
2663,2663,mọi người ơi kệ bọn nó đi chấp chúng nó đi
2664,2664,Namkiki
2665,2665,monkeyy
2666,2666,kệ tụi nó đth bây tụi mik cay tụi nó sữa cho mik uống
2667,2667,cả 1 cuộc đời bác ra đi cứu nước mà bây giờ thì sao :(((
2668,2668,parky parky ngáo ngơ
2669,2669,chắc mấy người nói p.a.r.k.y ko thuộc 5 điều Bác Hồ dạy nhỉ..
2670,2670,tỉnh ngủ đi các bạn ơiiiiiiiii
2671,2671,cmt bị j z chời 
2672,2672,bắc là bắc k phải parky t hỏi các c đã học lịch sử chưa?
2673,2673,những bình luận tiêu cực lên đầu những bình luận tốt ở dưới đáy
2674,2674,Kid=parky:///
2675,2675,Nam Bắc là người một nhà!
